Date,low_regime,high_regime
2020-07-22,1.2267379290009107e-06,0.99999877326207
2020-07-23,1.4496384807155145e-06,0.9999985503615183
2020-07-24,1.608195385076888e-06,0.9999983918046139
2020-07-27,1.6659716061118324e-06,0.9999983340283927
2020-07-28,2.4305936236898324e-06,0.9999975694063752
2020-07-29,2.739910694086266e-06,0.9999972600893046
2020-07-30,3.7212052586785804e-06,0.9999962787947401
2020-07-31,5.619795233162316e-06,0.9999943802047657
2020-08-03,4.034473478723116e-06,0.9999959655265201
2020-08-04,3.956717990800743e-06,0.999996043282008
2020-08-05,3.511831387630693e-06,0.9999964881686112
2020-08-06,4.079730065371912e-06,0.9999959202699334
2020-08-07,4.60113531803864e-06,0.9999953988646809
2020-08-10,4.231968740748011e-06,0.9999957680312582
2020-08-11,3.7524216543660498e-06,0.9999962475783447
2020-08-12,4.284298757724462e-06,0.9999957157012414
2020-08-13,3.3332464724411946e-06,0.9999966667535265
2020-08-14,3.3132307026412248e-06,0.9999966867692962
2020-08-17,4.293328204300973e-06,0.9999957066717944
2020-08-18,3.8138048268611417e-06,0.9999961861951717
2020-08-19,4.2839965911939045e-06,0.9999957160034074
2020-08-20,5.987025609607017e-06,0.999994012974389
2020-08-21,9.099181479494229e-06,0.9999909008185189
2020-08-24,1.0333640155160457e-05,0.9999896663598432
2020-08-25,1.3250005707655782e-05,0.9999867499942906
2020-08-26,1.4742227868155292e-05,0.99998525777213
2020-08-27,1.1388904127325294e-05,0.999988611095871
2020-08-28,7.771960410271655e-06,0.9999922280395881
2020-08-31,6.7282517167773274e-06,0.9999932717482817
2020-09-01,7.232830462439567e-06,0.999992767169536
2020-09-02,1.2641867342952056e-05,0.9999873581326553
2020-09-03,1.572940405258436e-05,0.9999842705959456
2020-09-04,1.870827144919938e-05,0.9999812917285492
2020-09-07,2.2548060810793255e-05,0.9999774519391877
2020-09-08,2.4868611667538566e-05,0.9999751313883312
2020-09-09,2.0164886767674745e-05,0.9999798351132312
2020-09-10,1.7907787997280355e-05,0.9999820922120015
2020-09-11,1.8179118786338706e-05,0.9999818208812125
2020-09-14,2.4458703661493387e-05,0.9999755412963373
2020-09-15,3.707157011070543e-05,0.9999629284298879
2020-09-16,7.076462078296015e-05,0.9999292353792157
2020-09-17,0.00016032153047629229,0.9998396784695222
2020-09-18,0.0003775786055572899,0.9996224213944415
2020-09-21,0.0007901175699092521,0.9992098824300897
2020-09-22,0.001468629402776287,0.9985313705972226
2020-09-23,0.0026144439624243986,0.9973855560375744
2020-09-24,0.003994363221073209,0.9960056367789257
2020-09-25,0.005654974940687015,0.9943450250593117
2020-09-28,0.007005809694623912,0.9929941903053745
2020-09-29,0.0077497983801587435,0.9922502016198399
2020-09-30,0.008077562337552783,0.9919224376624458
2020-10-01,0.008376864193809522,0.9916231358061892
2020-10-02,0.008739748646433553,0.9912602513535651
2020-10-05,0.008944661041036618,0.991055338958962
2020-10-06,0.009019270124145318,0.9909807298758535
2020-10-07,0.008915275545218197,0.9910847244547806
2020-10-08,0.008696577496730256,0.9913034225032685
2020-10-09,0.008514792067167194,0.9914852079328316
2020-10-12,0.00849489352656712,0.9915051064734317
2020-10-13,0.008575245606138655,0.9914247543938601
2020-10-14,0.00875897464596715,0.9912410253540317
2020-10-15,0.008883820421657026,0.9911161795783417
2020-10-16,0.008900327707290948,0.9910996722927078
2020-10-19,0.008853464840820864,0.9911465351591778
2020-10-20,0.008741717026933942,0.9912582829730646
2020-10-21,0.008667473206668566,0.9913325267933298
2020-10-22,0.008780650977507224,0.9912193490224911
2020-10-23,0.009105599162827875,0.9908944008371704
2020-10-26,0.009806248064377795,0.9901937519356204
2020-10-27,0.010970466015224003,0.9890295339847742
2020-10-28,0.012275185677556524,0.9877248143224416
2020-10-29,0.012976376845082085,0.9870236231549161
2020-10-30,0.013259339312345792,0.9867406606876525
2020-11-02,0.013050266418162227,0.9869497335818361
2020-11-03,0.011815004553739085,0.9881849954462594
2020-11-04,0.009613303009590313,0.9903866969904082
2020-11-05,0.007435293369632249,0.9925647066303661
2020-11-06,0.0057531123676649995,0.9942468876323335
2020-11-09,0.004156953498812125,0.9958430465011863
2020-11-10,0.0031311599412819336,0.9968688400587166
2020-11-11,0.002432963310632026,0.9975670366893663
2020-11-12,0.0018493917557240625,0.9981506082442745
2020-11-13,0.001315131409196704,0.9986848685908017
2020-11-16,0.0008051272570003517,0.9991948727429981
2020-11-17,0.0004984097363542264,0.9995015902636442
2020-11-18,0.0003056530397978842,0.9996943469602004
2020-11-19,0.0001976131527368167,0.9998023868472616
2020-11-20,0.00012857766552928622,0.999871422334469
2020-11-23,8.314934792195885e-05,0.9999168506520764
